"icb22_code","date","do_not_meet_criteria_to_reside"
"E54000025",2022-04-06,410
"E54000025",2022-04-07,381
"E54000025",2022-04-08,351
"E54000025",2022-04-09,290
"E54000025",2022-04-10,246
"E54000025",2022-04-11,336
"E54000025",2022-04-12,402
"E54000025",2022-04-13,432
"E54000025",2022-04-14,433
"E54000025",2022-04-15,358
"E54000025",2022-04-16,271
"E54000025",2022-04-17,251
"E54000025",2022-04-18,229
"E54000025",2022-04-19,298
"E54000025",2022-04-20,376
"E54000025",2022-04-21,433
"E54000025",2022-04-22,443
"E54000025",2022-04-23,355
"E54000025",2022-04-24,306
"E54000025",2022-04-25,423
"E54000025",2022-04-26,472
"E54000025",2022-04-27,479
"E54000025",2022-04-28,443
"E54000025",2022-04-29,471
"E54000025",2022-04-30,367
"E54000026",2022-04-01,111
"E54000026",2022-04-02,67
"E54000026",2022-04-03,241
"E54000026",2022-04-04,241
"E54000026",2022-04-05,241
"E54000026",2022-04-06,241
"E54000026",2022-04-07,241
"E54000026",2022-04-08,242
"E54000026",2022-04-09,157
"E54000026",2022-04-10,241
"E54000026",2022-04-11,241
"E54000026",2022-04-12,241
"E54000026",2022-04-13,241
"E54000026",2022-04-14,241
"E54000026",2022-04-15,0
"E54000026",2022-04-16,151
"E54000026",2022-04-17,64
"E54000026",2022-04-18,241
"E54000026",2022-04-19,241
"E54000026",2022-04-20,241
"E54000026",2022-04-21,241
"E54000026",2022-04-22,202
"E54000026",2022-04-23,167
"E54000026",2022-04-24,241
"E54000026",2022-04-25,241
"E54000026",2022-04-26,241
"E54000026",2022-04-27,241
"E54000026",2022-04-28,241
"E54000026",2022-04-29,150
"E54000026",2022-04-30,97
"E54000027",2022-04-01,540
"E54000027",2022-04-02,429
"E54000027",2022-04-03,379
"E54000027",2022-04-04,489
"E54000027",2022-04-05,555
"E54000027",2022-04-06,461
"E54000027",2022-04-07,491
"E54000027",2022-04-08,545
"E54000027",2022-04-09,306
"E54000027",2022-04-10,301
"E54000027",2022-04-11,474
"E54000027",2022-04-12,564
"E54000027",2022-04-13,572
"E54000027",2022-04-14,654
"E54000027",2022-04-15,430
"E54000027",2022-04-16,322
"E54000027",2022-04-17,232
"E54000027",2022-04-18,277
"E54000027",2022-04-19,453
"E54000027",2022-04-20,383
"E54000027",2022-04-21,482
"E54000027",2022-04-22,595
"E54000027",2022-04-23,417
"E54000027",2022-04-24,402
"E54000027",2022-04-25,355
"E54000027",2022-04-26,619
"E54000027",2022-04-27,616
"E54000027",2022-04-28,597
"E54000027",2022-04-29,634
"E54000027",2022-04-30,425
"E54000028",2022-04-01,559
"E54000028",2022-04-02,439
"E54000028",2022-04-03,372
"E54000028",2022-04-04,407
"E54000028",2022-04-05,458
"E54000028",2022-04-06,451
"E54000028",2022-04-07,463
"E54000028",2022-04-08,506
"E54000028",2022-04-09,378
"E54000028",2022-04-10,324
"E54000028",2022-04-11,395
"E54000028",2022-04-12,481
"E54000028",2022-04-13,480
"E54000028",2022-04-14,517
"E54000028",2022-04-15,455
"E54000028",2022-04-16,373
"E54000028",2022-04-17,356
"E54000028",2022-04-18,286
"E54000028",2022-04-19,394
"E54000028",2022-04-20,508
"E54000028",2022-04-21,523
"E54000028",2022-04-22,585
"E54000028",2022-04-23,475
"E54000028",2022-04-24,383
"E54000028",2022-04-25,479
"E54000028",2022-04-26,473
"E54000028",2022-04-27,400
"E54000028",2022-04-28,544
"E54000028",2022-04-29,602
"E54000028",2022-04-30,433
"E54000029",2022-04-01,520
"E54000029",2022-04-02,410
"E54000029",2022-04-03,350
"E54000029",2022-04-04,415
"E54000029",2022-04-05,480
"E54000029",2022-04-06,453
"E54000029",2022-04-07,506
"E54000029",2022-04-08,442
"E54000029",2022-04-09,389
"E54000029",2022-04-10,326
"E54000029",2022-04-11,233
"E54000029",2022-04-12,491
"E54000029",2022-04-13,527
"E54000029",2022-04-14,531
"E54000029",2022-04-15,439
"E54000029",2022-04-16,297
"E54000029",2022-04-17,318
"E54000029",2022-04-18,310
"E54000029",2022-04-19,393
"E54000029",2022-04-20,513
"E54000029",2022-04-21,503
"E54000029",2022-04-22,567
"E54000029",2022-04-23,361
"E54000029",2022-04-24,324
"E54000029",2022-04-25,414
"E54000029",2022-04-26,533
"E54000029",2022-04-27,501
"E54000029",2022-04-28,496
"E54000029",2022-04-29,549
"E54000029",2022-04-30,420
"E54000030",2022-04-01,549
"E54000030",2022-04-02,489
"E54000030",2022-04-03,467
"E54000030",2022-04-04,551
"E54000030",2022-04-05,538
"E54000030",2022-04-06,628
"E54000030",2022-04-07,603
"E54000030",2022-04-08,580
"E54000030",2022-04-09,433
"E54000030",2022-04-10,402
"E54000030",2022-04-11,563
"E54000030",2022-04-12,657
"E54000030",2022-04-13,627
"E54000030",2022-04-14,612
"E54000030",2022-04-15,479
"E54000030",2022-04-16,437
"E54000030",2022-04-17,406
"E54000030",2022-04-18,387
"E54000030",2022-04-19,553
"E54000030",2022-04-20,620
"E54000030",2022-04-21,598
"E54000030",2022-04-22,615
"E54000030",2022-04-23,454
"E54000030",2022-04-24,488
"E54000030",2022-04-25,564
"E54000030",2022-04-26,622
"E54000030",2022-04-27,635
"E54000030",2022-04-28,624
"E54000030",2022-04-29,625
"E54000030",2022-04-30,492
"E54000031",2022-04-01,331
"E54000031",2022-04-02,292
"E54000031",2022-04-03,325
"E54000031",2022-04-04,369
"E54000031",2022-04-05,421
"E54000031",2022-04-06,401
"E54000031",2022-04-07,454
"E54000031",2022-04-08,352
"E54000031",2022-04-09,277
"E54000031",2022-04-10,316
"E54000031",2022-04-11,430
"E54000031",2022-04-12,454
"E54000031",2022-04-13,482
"E54000031",2022-04-14,436
"E54000031",2022-04-15,353
"E54000031",2022-04-16,315
"E54000031",2022-04-17,286
"E54000031",2022-04-18,334
"E54000031",2022-04-19,390
"E54000031",2022-04-20,428
"E54000031",2022-04-21,437
"E54000031",2022-04-22,386
"E54000031",2022-04-23,389
"E54000031",2022-04-24,333
"E54000031",2022-04-25,409
"E54000031",2022-04-26,473
"E54000031",2022-04-27,447
"E54000031",2022-04-28,458
"E54000031",2022-04-29,493
"E54000031",2022-04-30,369
"E54000010",2022-04-01,307
"E54000010",2022-04-02,239
"E54000010",2022-04-03,221
"E54000010",2022-04-04,250
"E54000010",2022-04-05,342
"E54000010",2022-04-06,287
"E54000010",2022-04-07,293
"E54000010",2022-04-08,293
"E54000010",2022-04-09,248
"E54000010",2022-04-10,0
"E54000010",2022-04-11,279
"E54000010",2022-04-12,304
"E54000010",2022-04-13,298
"E54000010",2022-04-14,324
"E54000010",2022-04-15,263
"E54000010",2022-04-16,194
"E54000010",2022-04-17,196
"E54000010",2022-04-18,214
"E54000010",2022-04-19,214
"E54000010",2022-04-20,295
"E54000010",2022-04-21,288
"E54000010",2022-04-22,248
"E54000010",2022-04-23,213
"E54000010",2022-04-24,210
"E54000010",2022-04-25,267
"E54000010",2022-04-26,281
"E54000010",2022-04-27,297
"E54000010",2022-04-28,289
"E54000010",2022-04-29,309
"E54000010",2022-04-30,233
"E54000011",2022-04-01,252
"E54000011",2022-04-02,200
"E54000011",2022-04-03,165
"E54000011",2022-04-04,220
"E54000011",2022-04-05,225
"E54000011",2022-04-06,251
"E54000011",2022-04-07,260
"E54000011",2022-04-08,258
"E54000011",2022-04-09,185
"E54000011",2022-04-10,176
"E54000011",2022-04-11,228
"E54000011",2022-04-12,235
"E54000011",2022-04-13,254
"E54000011",2022-04-14,267
"E54000011",2022-04-15,214
"E54000011",2022-04-16,194
"E54000011",2022-04-17,156
"E54000011",2022-04-18,161
"E54000011",2022-04-19,214
"E54000011",2022-04-20,256
"E54000011",2022-04-21,258
"E54000011",2022-04-22,259
"E54000011",2022-04-23,186
"E54000011",2022-04-24,168
"E54000011",2022-04-25,202
"E54000011",2022-04-26,239
"E54000011",2022-04-27,221
"E54000011",2022-04-28,233
"E54000011",2022-04-29,258
"E54000011",2022-04-30,197
"E54000058",2022-04-01,545
"E54000058",2022-04-02,403
"E54000058",2022-04-03,357
"E54000058",2022-04-04,404
"E54000058",2022-04-05,433
"E54000058",2022-04-06,477
"E54000058",2022-04-07,439
"E54000058",2022-04-08,517
"E54000058",2022-04-09,398
"E54000058",2022-04-10,336
"E54000058",2022-04-11,434
"E54000058",2022-04-12,503
"E54000058",2022-04-13,494
"E54000058",2022-04-14,515
"E54000058",2022-04-15,423
"E54000058",2022-04-16,324
"E54000058",2022-04-17,322
"E54000058",2022-04-18,314
"E54000058",2022-04-19,387
"E54000058",2022-04-20,482
"E54000058",2022-04-21,451
"E54000058",2022-04-22,535
"E54000058",2022-04-23,399
"E54000058",2022-04-24,343
"E54000058",2022-04-25,424
"E54000058",2022-04-26,464
"E54000058",2022-04-27,472
"E54000058",2022-04-28,494
"E54000058",2022-04-29,545
"E54000058",2022-04-30,406
"E54000013",2022-04-01,194
"E54000013",2022-04-02,104
"E54000013",2022-04-03,104
"E54000013",2022-04-04,228
"E54000013",2022-04-05,229
"E54000013",2022-04-06,191
"E54000013",2022-04-07,253
"E54000013",2022-04-08,231
"E54000013",2022-04-09,164
"E54000013",2022-04-10,166
"E54000013",2022-04-11,181
"E54000013",2022-04-12,227
"E54000013",2022-04-13,221
"E54000013",2022-04-14,233
"E54000013",2022-04-15,210
"E54000013",2022-04-16,235
"E54000013",2022-04-17,184
"E54000013",2022-04-18,172
"E54000013",2022-04-19,159
"E54000013",2022-04-20,262
"E54000013",2022-04-21,234
"E54000013",2022-04-22,243
"E54000013",2022-04-23,166
"E54000013",2022-04-24,182
"E54000013",2022-04-25,224
"E54000013",2022-04-26,241
"E54000013",2022-04-27,250
"E54000013",2022-04-28,278
"E54000013",2022-04-29,250
"E54000013",2022-04-30,0
"E54000060",2022-04-01,615
"E54000060",2022-04-02,417
"E54000060",2022-04-03,373
"E54000060",2022-04-04,571
"E54000060",2022-04-05,597
"E54000060",2022-04-06,608
"E54000060",2022-04-07,567
"E54000060",2022-04-08,602
"E54000060",2022-04-09,406
"E54000060",2022-04-10,413
"E54000060",2022-04-11,546
"E54000060",2022-04-12,599
"E54000060",2022-04-13,612
"E54000060",2022-04-14,652
"E54000060",2022-04-15,484
"E54000060",2022-04-16,376
"E54000060",2022-04-17,374
"E54000060",2022-04-18,374
"E54000060",2022-04-19,533
"E54000060",2022-04-20,575
"E54000060",2022-04-21,649
"E54000060",2022-04-22,684
"E54000060",2022-04-23,430
"E54000060",2022-04-24,354
"E54000060",2022-04-25,561
"E54000060",2022-04-26,587
"E54000060",2022-04-27,566
"E54000060",2022-04-28,594
"E54000060",2022-04-29,512
"E54000060",2022-04-30,403
"E54000015",2022-04-01,527
"E54000015",2022-04-02,376
"E54000015",2022-04-03,289
"E54000015",2022-04-04,350
"E54000015",2022-04-05,426
"E54000015",2022-04-06,443
"E54000015",2022-04-07,392
"E54000015",2022-04-08,433
"E54000015",2022-04-09,239
"E54000015",2022-04-10,326
"E54000015",2022-04-11,380
"E54000015",2022-04-12,434
"E54000015",2022-04-13,443
"E54000015",2022-04-14,428
"E54000015",2022-04-15,389
"E54000015",2022-04-16,363
"E54000015",2022-04-17,299
"E54000015",2022-04-18,299
"E54000015",2022-04-19,400
"E54000015",2022-04-20,427
"E54000015",2022-04-21,426
"E54000015",2022-04-22,482
"E54000015",2022-04-23,391
"E54000015",2022-04-24,299
"E54000015",2022-04-25,390
"E54000015",2022-04-26,473
"E54000015",2022-04-27,453
"E54000015",2022-04-28,447
"E54000015",2022-04-29,468
"E54000015",2022-04-30,398
"E54000062",2022-04-01,612
"E54000062",2022-04-02,476
"E54000062",2022-04-03,474
"E54000062",2022-04-04,581
"E54000062",2022-04-05,657
"E54000062",2022-04-06,634
"E54000062",2022-04-07,633
"E54000062",2022-04-08,618
"E54000062",2022-04-09,492
"E54000062",2022-04-10,444
"E54000062",2022-04-11,588
"E54000062",2022-04-12,593
"E54000062",2022-04-13,577
"E54000062",2022-04-14,617
"E54000062",2022-04-15,583
"E54000062",2022-04-16,452
"E54000062",2022-04-17,406
"E54000062",2022-04-18,384
"E54000062",2022-04-19,560
"E54000062",2022-04-20,574
"E54000062",2022-04-21,592
"E54000062",2022-04-22,609
"E54000062",2022-04-23,478
"E54000062",2022-04-24,310
"E54000062",2022-04-25,547
"E54000062",2022-04-26,630
"E54000062",2022-04-27,563
"E54000062",2022-04-28,564
"E54000062",2022-04-29,596
"E54000062",2022-04-30,492
"E54000055",2022-04-01,186
"E54000055",2022-04-02,175
"E54000055",2022-04-03,206
"E54000055",2022-04-04,184
"E54000055",2022-04-05,180
"E54000055",2022-04-06,239
"E54000055",2022-04-07,192
"E54000055",2022-04-08,234
"E54000055",2022-04-09,235
"E54000055",2022-04-10,265
"E54000055",2022-04-11,233
"E54000055",2022-04-12,211
"E54000055",2022-04-13,252
"E54000055",2022-04-14,203
"E54000055",2022-04-15,210
"E54000055",2022-04-16,240
"E54000055",2022-04-17,275
"E54000055",2022-04-18,273
"E54000055",2022-04-19,257
"E54000055",2022-04-20,226
"E54000055",2022-04-21,226
"E54000055",2022-04-22,0
"E54000055",2022-04-23,0
"E54000055",2022-04-24,0
"E54000055",2022-04-25,232
"E54000055",2022-04-26,219
"E54000055",2022-04-27,242
"E54000055",2022-04-28,0
"E54000055",2022-04-29,239
"E54000055",2022-04-30,261
"E54000018",2022-04-01,518
"E54000018",2022-04-02,445
"E54000018",2022-04-03,439
"E54000018",2022-04-04,487
"E54000018",2022-04-05,551
"E54000018",2022-04-06,453
"E54000018",2022-04-07,549
"E54000018",2022-04-08,525
"E54000018",2022-04-09,474
"E54000018",2022-04-10,410
"E54000018",2022-04-11,507
"E54000018",2022-04-12,546
"E54000018",2022-04-13,446
"E54000018",2022-04-14,546
"E54000018",2022-04-15,484
"E54000018",2022-04-16,447
"E54000018",2022-04-17,388
"E54000018",2022-04-18,426
"E54000018",2022-04-19,502
"E54000018",2022-04-20,544
"E54000018",2022-04-21,574
"E54000018",2022-04-22,558
"E54000018",2022-04-23,471
"E54000018",2022-04-24,454
"E54000018",2022-04-25,523
"E54000018",2022-04-26,650
"E54000018",2022-04-27,619
"E54000018",2022-04-28,599
"E54000018",2022-04-29,570
"E54000018",2022-04-30,486
"E54000019",2022-04-01,72
"E54000019",2022-04-02,59
"E54000019",2022-04-03,60
"E54000019",2022-04-04,59
"E54000019",2022-04-05,54
"E54000019",2022-04-06,63
"E54000019",2022-04-07,53
"E54000019",2022-04-08,50
"E54000019",2022-04-09,52
"E54000019",2022-04-10,50
"E54000019",2022-04-11,61
"E54000019",2022-04-12,57
"E54000019",2022-04-13,59
"E54000019",2022-04-14,58
"E54000019",2022-04-15,55
"E54000019",2022-04-16,51
"E54000019",2022-04-17,53
"E54000019",2022-04-18,62
"E54000019",2022-04-19,57
"E54000019",2022-04-20,55
"E54000019",2022-04-21,65
"E54000019",2022-04-22,82
"E54000019",2022-04-23,78
"E54000019",2022-04-24,74
"E54000019",2022-04-25,73
"E54000019",2022-04-26,84
"E54000019",2022-04-27,83
"E54000019",2022-04-28,72
"E54000019",2022-04-29,69
"E54000019",2022-04-30,63
"E54000059",2022-04-01,285
"E54000059",2022-04-02,257
"E54000059",2022-04-03,151
"E54000059",2022-04-04,271
"E54000059",2022-04-05,261
"E54000059",2022-04-06,269
"E54000059",2022-04-07,271
"E54000059",2022-04-08,277
"E54000059",2022-04-09,260
"E54000059",2022-04-10,226
"E54000059",2022-04-11,241
"E54000059",2022-04-12,267
"E54000059",2022-04-13,268
"E54000059",2022-04-14,245
"E54000059",2022-04-15,234
"E54000059",2022-04-16,240
"E54000059",2022-04-17,239
"E54000059",2022-04-18,236
"E54000059",2022-04-19,245
"E54000059",2022-04-20,276
"E54000059",2022-04-21,271
"E54000059",2022-04-22,276
"E54000059",2022-04-23,241
"E54000059",2022-04-24,240
"E54000059",2022-04-25,281
"E54000059",2022-04-26,292
"E54000059",2022-04-27,286
"E54000059",2022-04-28,302
"E54000059",2022-04-29,291
"E54000059",2022-04-30,280
"E54000061",2022-04-01,961
"E54000061",2022-04-02,807
"E54000061",2022-04-03,746
"E54000061",2022-04-04,861
"E54000061",2022-04-05,936
"E54000061",2022-04-06,946
"E54000061",2022-04-07,908
"E54000061",2022-04-08,947
"E54000061",2022-04-09,802
"E54000061",2022-04-10,653
"E54000061",2022-04-11,902
"E54000061",2022-04-12,887
"E54000061",2022-04-13,946
"E54000061",2022-04-14,974
"E54000061",2022-04-15,861
"E54000061",2022-04-16,772
"E54000061",2022-04-17,715
"E54000061",2022-04-18,741
"E54000061",2022-04-19,931
"E54000061",2022-04-20,1029
"E54000061",2022-04-21,1004
"E54000061",2022-04-22,1037
"E54000061",2022-04-23,848
"E54000061",2022-04-24,802
"E54000061",2022-04-25,964
"E54000061",2022-04-26,1004
"E54000061",2022-04-27,1017
"E54000061",2022-04-28,1009
"E54000061",2022-04-29,1057
"E54000061",2022-04-30,870
"E54000050",2022-04-01,1376
"E54000050",2022-04-02,1073
"E54000050",2022-04-03,976
"E54000050",2022-04-04,1137
"E54000050",2022-04-05,1251
"E54000050",2022-04-06,1279
"E54000050",2022-04-07,1272
"E54000050",2022-04-08,1413
"E54000050",2022-04-09,1239
"E54000050",2022-04-10,983
"E54000050",2022-04-11,1182
"E54000050",2022-04-12,1255
"E54000050",2022-04-13,1270
"E54000050",2022-04-14,1328
"E54000050",2022-04-15,1167
"E54000050",2022-04-16,1060
"E54000050",2022-04-17,983
"E54000050",2022-04-18,978
"E54000050",2022-04-19,1143
"E54000050",2022-04-20,1329
"E54000050",2022-04-21,1299
"E54000050",2022-04-22,1492
"E54000050",2022-04-23,1214
"E54000050",2022-04-24,978
"E54000050",2022-04-25,1161
"E54000050",2022-04-26,1229
"E54000050",2022-04-27,1310
"E54000050",2022-04-28,1349
"E54000050",2022-04-29,1380
"E54000050",2022-04-30,1234
"E54000051",2022-04-01,866
"E54000051",2022-04-02,639
"E54000051",2022-04-03,575
"E54000051",2022-04-04,845
"E54000051",2022-04-05,882
"E54000051",2022-04-06,854
"E54000051",2022-04-07,817
"E54000051",2022-04-08,840
"E54000051",2022-04-09,666
"E54000051",2022-04-10,703
"E54000051",2022-04-11,817
"E54000051",2022-04-12,743
"E54000051",2022-04-13,905
"E54000051",2022-04-14,907
"E54000051",2022-04-15,755
"E54000051",2022-04-16,607
"E54000051",2022-04-17,532
"E54000051",2022-04-18,620
"E54000051",2022-04-19,753
"E54000051",2022-04-20,910
"E54000051",2022-04-21,930
"E54000051",2022-04-22,915
"E54000051",2022-04-23,760
"E54000051",2022-04-24,703
"E54000051",2022-04-25,838
"E54000051",2022-04-26,799
"E54000051",2022-04-27,932
"E54000051",2022-04-28,965
"E54000051",2022-04-29,967
"E54000051",2022-04-30,791
"E54000054",2022-04-01,1375
"E54000054",2022-04-02,1057
"E54000054",2022-04-03,1002
"E54000054",2022-04-04,1247
"E54000054",2022-04-05,1298
"E54000054",2022-04-06,1254
"E54000054",2022-04-07,1298
"E54000054",2022-04-08,1205
"E54000054",2022-04-09,1020
"E54000054",2022-04-10,946
"E54000054",2022-04-11,1173
"E54000054",2022-04-12,1260
"E54000054",2022-04-13,1230
"E54000054",2022-04-14,1309
"E54000054",2022-04-15,1105
"E54000054",2022-04-16,571
"E54000054",2022-04-17,551
"E54000054",2022-04-18,901
"E54000054",2022-04-19,1143
"E54000054",2022-04-20,1227
"E54000054",2022-04-21,1303
"E54000054",2022-04-22,1302
"E54000054",2022-04-23,1057
"E54000054",2022-04-24,1086
"E54000054",2022-04-25,1183
"E54000054",2022-04-26,1312
"E54000054",2022-04-27,1282
"E54000054",2022-04-28,1346
"E54000054",2022-04-29,1362
"E54000054",2022-04-30,995
"E54000057",2022-04-01,1475
"E54000057",2022-04-02,1244
"E54000057",2022-04-03,1141
"E54000057",2022-04-04,1319
"E54000057",2022-04-05,1524
"E54000057",2022-04-06,1564
"E54000057",2022-04-07,1546
"E54000057",2022-04-08,1479
"E54000057",2022-04-09,1328
"E54000057",2022-04-10,1201
"E54000057",2022-04-11,1433
"E54000057",2022-04-12,1571
"E54000057",2022-04-13,1526
"E54000057",2022-04-14,1295
"E54000057",2022-04-15,1122
"E54000057",2022-04-16,993
"E54000057",2022-04-17,978
"E54000057",2022-04-18,1277
"E54000057",2022-04-19,1442
"E54000057",2022-04-20,1553
"E54000057",2022-04-21,1565
"E54000057",2022-04-22,1583
"E54000057",2022-04-23,1301
"E54000057",2022-04-24,1287
"E54000057",2022-04-25,1355
"E54000057",2022-04-26,1502
"E54000057",2022-04-27,1649
"E54000057",2022-04-28,1512
"E54000057",2022-04-29,1667
"E54000057",2022-04-30,1458
"E54000008",2022-04-01,1384
"E54000008",2022-04-02,1176
"E54000008",2022-04-03,1123
"E54000008",2022-04-04,1331
"E54000008",2022-04-05,1154
"E54000008",2022-04-06,1391
"E54000008",2022-04-07,1363
"E54000008",2022-04-08,1401
"E54000008",2022-04-09,1164
"E54000008",2022-04-10,1105
"E54000008",2022-04-11,1101
"E54000008",2022-04-12,1390
"E54000008",2022-04-13,1267
"E54000008",2022-04-14,1324
"E54000008",2022-04-15,1162
"E54000008",2022-04-16,1013
"E54000008",2022-04-17,814
"E54000008",2022-04-18,929
"E54000008",2022-04-19,1207
"E54000008",2022-04-20,1332
"E54000008",2022-04-21,1313
"E54000008",2022-04-22,1339
"E54000008",2022-04-23,1067
"E54000008",2022-04-24,1067
"E54000008",2022-04-25,1306
"E54000008",2022-04-26,1346
"E54000008",2022-04-27,1404
"E54000008",2022-04-28,1412
"E54000008",2022-04-29,1384
"E54000008",2022-04-30,1247
"E54000048",2022-04-01,809
"E54000048",2022-04-02,547
"E54000048",2022-04-03,495
"E54000048",2022-04-04,665
"E54000048",2022-04-05,741
"E54000048",2022-04-06,721
"E54000048",2022-04-07,748
"E54000048",2022-04-08,731
"E54000048",2022-04-09,547
"E54000048",2022-04-10,477
"E54000048",2022-04-11,609
"E54000048",2022-04-12,659
"E54000048",2022-04-13,740
"E54000048",2022-04-14,750
"E54000048",2022-04-15,558
"E54000048",2022-04-16,507
"E54000048",2022-04-17,466
"E54000048",2022-04-18,467
"E54000048",2022-04-19,695
"E54000048",2022-04-20,724
"E54000048",2022-04-21,642
"E54000048",2022-04-22,585
"E54000048",2022-04-23,523
"E54000048",2022-04-24,599
"E54000048",2022-04-25,599
"E54000048",2022-04-26,621
"E54000048",2022-04-27,610
"E54000048",2022-04-28,635
"E54000048",2022-04-29,614
"E54000048",2022-04-30,519
"E54000032",2022-04-01,771
"E54000032",2022-04-02,661
"E54000032",2022-04-03,571
"E54000032",2022-04-04,740
"E54000032",2022-04-05,745
"E54000032",2022-04-06,802
"E54000032",2022-04-07,853
"E54000032",2022-04-08,829
"E54000032",2022-04-09,730
"E54000032",2022-04-10,640
"E54000032",2022-04-11,687
"E54000032",2022-04-12,746
"E54000032",2022-04-13,710
"E54000032",2022-04-14,862
"E54000032",2022-04-15,696
"E54000032",2022-04-16,653
"E54000032",2022-04-17,649
"E54000032",2022-04-18,602
"E54000032",2022-04-19,739
"E54000032",2022-04-20,773
"E54000032",2022-04-21,853
"E54000032",2022-04-22,626
"E54000032",2022-04-23,645
"E54000032",2022-04-24,610
"E54000032",2022-04-25,682
"E54000032",2022-04-26,778
"E54000032",2022-04-27,747
"E54000032",2022-04-28,789
"E54000032",2022-04-29,778
"E54000032",2022-04-30,651
"E54000034",2022-04-01,0
"E54000034",2022-04-02,148
"E54000034",2022-04-03,118
"E54000034",2022-04-04,211
"E54000034",2022-04-05,226
"E54000034",2022-04-06,218
"E54000034",2022-04-07,211
"E54000034",2022-04-08,244
"E54000034",2022-04-09,134
"E54000034",2022-04-10,118
"E54000034",2022-04-11,180
"E54000034",2022-04-12,229
"E54000034",2022-04-13,235
"E54000034",2022-04-14,231
"E54000034",2022-04-15,201
"E54000034",2022-04-16,138
"E54000034",2022-04-17,120
"E54000034",2022-04-18,130
"E54000034",2022-04-19,177
"E54000034",2022-04-20,227
"E54000034",2022-04-21,220
"E54000034",2022-04-22,283
